#Idle_Thread_Histogram (uint32)[18]
{ 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 } 
{ 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 } 
{ 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 } 
{ 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 } 
{ 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 } 
{ 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 } 
{ 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 } 
{ 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 } 
{ 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 } 
{ 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 } 
{ 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 72 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79 } 
{ 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 } 
